Code,List,Price,Сходство продукта 1,продукта description 1,Бренд продукта 1,Рейтинг продукта 1,ID продукта 1,Цена продукта 1,Валюта цены продукта 1,URL изображения продукта 1,Сходство продукта 2,продукта description 2,Бренд продукта 2,Рейтинг продукта 2,ID продукта 2,Цена продукта 2,Валюта цены продукта 2,URL изображения продукта 2,Сходство продукта 3,продукта description 3,Бренд продукта 3,Рейтинг продукта 3,ID продукта 3,Цена продукта 3,Валюта цены продукта 3,URL изображения продукта 3
1259633304,"Крем для лица Benabi день / ночь , с муцином улитки и коллагеном 50мл",2855,2.898550724637681,N/A,Farm Stay,N/A,99730300023,635,RUB,https://goldapple.ru/99730300023-snail-mucus-moisture-cream,2.898550724637681,N/A,ORJENA,N/A,19760343866,922,RUB,https://goldapple.ru/19760343866-power-collagen-cream,2.898550724637681,N/A,Mizon,N/A,19000170333,2205,RUB,https://goldapple.ru/19000170333-all-in-one-snail-repair-cream
1259633248,"Блеск для губ с влажным финишем Relouis Paradiso 04 , First Date , 3г",435,1.4492753623188406,N/A,Relouis,4.9,19000041575,230,RUB,https://goldapple.ru/19000041575-paradiso,,,,,,,,,,,,,,,,
1259633243,"Блеск для губ с влажным финишем Relouis Paradiso 03 , Independence , 3г",435,1.4084507042253522,N/A,Relouis,4.9,19000041575,230,RUB,https://goldapple.ru/19000041575-paradiso,,,,,,,,,,,,,,,,
1259633336,"Жидкие тени для век Relouis PRO Satin Liquid Eyeshadow 23 , Cocoa Milk , 4,5мл",399,2.564102564102564,N/A,Relouis,4.8,19000078911,253,RUB,https://goldapple.ru/19000078911-pro-sparkle-liquid,2.564102564102564,N/A,Relouis,4.4,19000078900,238,RUB,https://goldapple.ru/19000078900-pro-matte-liquid-eyeshadow,2.564102564102564,N/A,Relouis,N/A,19000041627,263,RUB,https://goldapple.ru/19000041627-pro-satin-liquid
1259633318,"Жидкие тени для век Relouis PRO Satin Liquid Eyeshadow 20 , Champagne?Yes! , 4,5мл",399,2.4390243902439024,N/A,Relouis,4.8,19000078911,253,RUB,https://goldapple.ru/19000078911-pro-sparkle-liquid,2.4390243902439024,N/A,Relouis,4.4,19000078900,238,RUB,https://goldapple.ru/19000078900-pro-matte-liquid-eyeshadow,2.4390243902439024,N/A,Relouis,N/A,19000041627,263,RUB,https://goldapple.ru/19000041627-pro-satin-liquid
1259633295,"Жидкие тени для век Relouis PRO Sparkle Liquid Eyeshadow 35 , Miracle Green , 4,5мл",449,1.2048192771084338,N/A,Relouis,4.8,19000078911,253,RUB,https://goldapple.ru/19000078911-pro-sparkle-liquid,1.2048192771084338,N/A,Relouis,4.4,19000078900,238,RUB,https://goldapple.ru/19000078900-pro-matte-liquid-eyeshadow,1.2048192771084338,N/A,Relouis,N/A,19000041627,263,RUB,https://goldapple.ru/19000041627-pro-satin-liquid
1259633376,"Жидкие тени для век Relouis PRO Satin Liquid Eyeshadow 28 , Deep Bronze , 4,7г",399,2.564102564102564,N/A,Relouis,4.8,19000078911,253,RUB,https://goldapple.ru/19000078911-pro-sparkle-liquid,2.564102564102564,N/A,Relouis,4.4,19000078900,238,RUB,https://goldapple.ru/19000078900-pro-matte-liquid-eyeshadow,2.564102564102564,N/A,Relouis,N/A,19000041627,263,RUB,https://goldapple.ru/19000041627-pro-satin-liquid
1259633387,"Жидкие тени для век Relouis PRO Satin Liquid Eyeshadow 22 , Bronze N'Roses , 4,5мл",399,2.4390243902439024,N/A,Relouis,4.8,19000078911,253,RUB,https://goldapple.ru/19000078911-pro-sparkle-liquid,2.4390243902439024,N/A,Relouis,4.4,19000078900,238,RUB,https://goldapple.ru/19000078900-pro-matte-liquid-eyeshadow,2.4390243902439024,N/A,Relouis,N/A,19000041627,263,RUB,https://goldapple.ru/19000041627-pro-satin-liquid
1259633344,"Жидкие тени для век Relouis PRO Satin Liquid Eyeshadow 24 , Heaven , 4,7г",399,2.73972602739726,N/A,Relouis,4.8,19000078911,253,RUB,https://goldapple.ru/19000078911-pro-sparkle-liquid,2.73972602739726,N/A,Relouis,4.4,19000078900,238,RUB,https://goldapple.ru/19000078900-pro-matte-liquid-eyeshadow,2.73972602739726,N/A,Relouis,N/A,19000041627,263,RUB,https://goldapple.ru/19000041627-pro-satin-liquid
1259633368,"Тональный крем - флюид для лица Relouis Paradiso 01 A , neutral beige , 30мл",749,2.631578947368421,N/A,Relouis,4.6,19000025662,409,RUB,https://goldapple.ru/19000025662-paradiso,2.631578947368421,N/A,Relouis,3,19000312278,376,RUB,https://goldapple.ru/19000312278-y-o-u-really-healthy-glow-perfect-foundation,,,,,,,,
1259633346,"Жидкие тени для век Relouis PRO Sparkle Liquid Eyeshadow 30 , Diamond Crush , 4,5мл",449,1.2048192771084338,N/A,Relouis,4.8,19000078911,253,RUB,https://goldapple.ru/19000078911-pro-sparkle-liquid,1.2048192771084338,N/A,Relouis,4.4,19000078900,238,RUB,https://goldapple.ru/19000078900-pro-matte-liquid-eyeshadow,1.2048192771084338,N/A,Relouis,N/A,19000041627,263,RUB,https://goldapple.ru/19000041627-pro-satin-liquid
1259633351,"Жидкие тени для век Relouis PRO Sparkle Liquid Eyeshadow 34 , Misty Lavender , 4,5мл",449,1.1904761904761905,N/A,Relouis,4.8,19000078911,253,RUB,https://goldapple.ru/19000078911-pro-sparkle-liquid,1.1904761904761905,N/A,Relouis,4.4,19000078900,238,RUB,https://goldapple.ru/19000078900-pro-matte-liquid-eyeshadow,1.1904761904761905,N/A,Relouis,N/A,19000041627,263,RUB,https://goldapple.ru/19000041627-pro-satin-liquid
1259633354,"Жидкие тени для век Relouis PRO Satin Liquid Eyeshadow 27 , Bridal Peach , 4,7г",399,2.5316455696202533,N/A,Relouis,4.8,19000078911,253,RUB,https://goldapple.ru/19000078911-pro-sparkle-liquid,2.5316455696202533,N/A,Relouis,4.4,19000078900,238,RUB,https://goldapple.ru/19000078900-pro-matte-liquid-eyeshadow,2.5316455696202533,N/A,Relouis,N/A,19000041627,263,RUB,https://goldapple.ru/19000041627-pro-satin-liquid
1259633347,"Жидкие тени для век Relouis PRO Sparkle Liquid Eyeshadow 36 , Brilliant Evening , 4,5мл",449,1.1494252873563218,N/A,Relouis,4.8,19000078911,253,RUB,https://goldapple.ru/19000078911-pro-sparkle-liquid,1.1494252873563218,N/A,Relouis,4.4,19000078900,238,RUB,https://goldapple.ru/19000078900-pro-matte-liquid-eyeshadow,1.1494252873563218,N/A,Relouis,N/A,19000041627,263,RUB,https://goldapple.ru/19000041627-pro-satin-liquid
1259633403,"Жидкие тени для век Relouis PRO Sparkle Liquid Eyeshadow 33 , Holographic , 4,5мл",449,1.2345679012345678,N/A,Relouis,4.8,19000078911,253,RUB,https://goldapple.ru/19000078911-pro-sparkle-liquid,1.2345679012345678,N/A,Relouis,4.4,19000078900,238,RUB,https://goldapple.ru/19000078900-pro-matte-liquid-eyeshadow,1.2345679012345678,N/A,Relouis,N/A,19000041627,263,RUB,https://goldapple.ru/19000041627-pro-satin-liquid
1259633447,Бальзам для ног Delicare для грубой кожи 100мл,288,2.1739130434782608,N/A,Mytaui,N/A,19000310601,747,RUB,https://goldapple.ru/19000310601-natsukashii-tender-heels-balm,2.1739130434782608,N/A,EpilProfi,N/A,19000042825,248,RUB,https://goldapple.ru/19000042825-dla-gladkih-patok,2.1739130434782608,N/A,NOVOSVIT,N/A,19000029287,137,RUB,https://goldapple.ru/19000029287-stop-tresinam
1259633519,"Механический карандаш для бровей Relouis Brow Wow 04 , 0,34г",369,0,N/A,Relouis,4.3,3422300003,293,RUB,https://goldapple.ru/3422300003-brow-wow,0,N/A,Relouis,4.9,19000287776,268,RUB,https://goldapple.ru/19000287776-mechanical-lip-pencil-artistic-contour,,,,,,,,
1259633549,"Детская зубная щетка Bambolina Ми-ми-мишки "" Принцесса "" от 2 до 5 лет мягкая",175,1.2987012987012987,N/A,Хомяк,N/A,19000204323,302,RUB,https://goldapple.ru/19000204323-detskie,1.2987012987012987,N/A,Lion,N/A,58760200001,150,RUB,https://goldapple.ru/58760200001-kids-safe-toothbrush,1.2987012987012987,N/A,Longa Vita,N/A,37250200002,277,RUB,https://goldapple.ru/37250200002-zabavnye-zverjata
1259633711,Основа под тени для век Relouis PRO Color Designer Eyeshadow Base 3г,345,2.941176470588235,N/A,Relouis,4.2,19000068219,216,RUB,https://goldapple.ru/19000068219-color-designer-eyeshadow-base,,,,,,,,,,,,,,,,
1259633612,"Органайзер с 8 отделениями Guten Tag , Макси , Зеленый",384,3.7037037037037033,N/A,Мори,N/A,19000233571,3625,RUB,https://goldapple.ru/19000233571-v-koricnevuu-polosku,3.7037037037037033,N/A,TATI YORK,N/A,19000081373,3402,RUB,https://goldapple.ru/19000081373-mixbag-was,3.7037037037037033,N/A,TATI YORK,N/A,19000081372,3402,RUB,https://goldapple.ru/19000081372-mixbag-mia
1259633664,Пенка для умывания Lebelage с коллагеном 100мл,344,2.1739130434782608,N/A,Lebelage,4.6,99730300048,218,RUB,https://goldapple.ru/99730300048-collagen-cleansing-foam,,,,,,,,,,,,,,,,
1259633864,Мешок для стирки одежды Lavel с молнией 30*40см,222,2.127659574468085,N/A,Ос-гель,N/A,19000076522,331,RUB,https://goldapple.ru/19000076522-dla-puhovikov-membrany-i-sportivnoj-odezdy,2.127659574468085,N/A,Dream Time,N/A,19000199278,1300,RUB,https://goldapple.ru/19000199278-nepromokaemyj-s-rezinkoj-60h120,2.127659574468085,N/A,Dream Time,N/A,19000199276,4550,RUB,https://goldapple.ru/19000199276-nepromokaemyj-s-rezinkoj-200h200
1259634058,Очищающая пенка для умывания Lebelage с экстрактом алоэ вера 100мл,435,1.5151515151515151,N/A,Lebelage,5,89920300008,400,RUB,https://goldapple.ru/89920300008-cleansing-foam-aloe,1.5151515151515151,N/A,Lebelage,3.3,99730300046,218,RUB,https://goldapple.ru/99730300046-aloe-cleansing-foam,,,,,,,,
1259633970,"Гель для мытья посуды Ecologica с экстрактами трав , дой-пак 750мл",442,1.5151515151515151,N/A,Qualita,5,19000154736,121,RUB,https://goldapple.ru/19000154736-green-tea-aloe-doj-pak,,,,,,,,,,,,,,,,
1259634070,"Зубная нить D.I.E.S. невощеная "" клубника "" 15м",191,0,N/A,Revyline,N/A,19000121165,448,RUB,https://goldapple.ru/19000121165-nevosenaa,,,,,,,,,,,,,,,,
1259634078,"Тонирующий спрей - краска Lady Bella Root Concealer для отросших корней волос и седины , Brown 100мл",685,2,N/A,L'Oreal Paris,4.4,6024700001,368,RUB,https://goldapple.ru/6024700001-magic-retouch,2,N/A,СЬЁСС,N/A,19000071945,604,RUB,https://goldapple.ru/19000071945-root-retouch-effekt-7-dnej,,,,,,,,
1259634073,"Тонирующий спрей - краска Lady Bella Root Concealer для отросших корней волос и седины , Blonde 100мл",685,1.9801980198019802,N/A,L'Oreal Paris,4.4,6024700001,368,RUB,https://goldapple.ru/6024700001-magic-retouch,1.9801980198019802,N/A,СЬЁСС,N/A,19000071945,604,RUB,https://goldapple.ru/19000071945-root-retouch-effekt-7-dnej,,,,,,,,
1259635651,Губка для мытья посуды Guten Tag универсальная XXL 5шт,169,3.7037037037037033,N/A,bioretto,N/A,19000177854,237,RUB,https://goldapple.ru/19000177854-dla-myt-a-kuhonnyh-poverhnostej,3.7037037037037033,N/A,CIF,N/A,19000298290,728,RUB,https://goldapple.ru/19000298290-kitchen,3.7037037037037033,N/A,Master Fresh,N/A,19000323660,60,RUB,https://goldapple.ru/19000323660-black-bubble
1259635796,"Крем для лица Lebelage увлажняющий и питательный , с коллагеном и зеленым чаем 60мл",850,1.2048192771084338,N/A,Lebelage,5,19000242179,510,RUB,https://goldapple.ru/19000242179-propolis,1.2048192771084338,N/A,Lebelage,4.4,89920100003,464,RUB,https://goldapple.ru/89920100003-pitatel-nyj-s-maslom-lososja,,,,,,,,
1259635772,Ампульный крем для лица Lebelage с секретом черной улитки 70мл,773,1.6129032258064515,N/A,Farm Stay,N/A,99730300023,635,RUB,https://goldapple.ru/99730300023-snail-mucus-moisture-cream,1.6129032258064515,N/A,Tenzero,N/A,19000290852,493,RUB,https://goldapple.ru/19000290852-rich-snail,1.6129032258064515,N/A,Lebelage,N/A,89920100002,464,RUB,https://goldapple.ru/89920100002-s-jekstraktom-ikry
1259636180,"Крем - хайлайтер для лица Botaniqua "" Нежное сияние "" 30мл",365,3.4482758620689653,N/A,Clarins,N/A,19000164824,4250,RUB,https://goldapple.ru/19000164824-hydra-essentiel,3.4482758620689653,N/A,Clarins,N/A,19000164827,4250,RUB,https://goldapple.ru/19000164827-hydra-essentiel-rich,3.4482758620689653,N/A,ECOLATIER,N/A,19000010290,387,RUB,https://goldapple.ru/19000010290-organic-wild-rose
1259636229,Универсальная щетка Vister 3 в 1 с натуральной щетиной,384,0,N/A,EVO,N/A,19000014354,8319,RUB,https://goldapple.ru/19000014354-bruce-38-natural-bristle-radial-brush,0,N/A,EVO,N/A,19000014349,7290,RUB,https://goldapple.ru/19000014349-spike-22mm-radial-brush,0,N/A,Janeke,N/A,19000224036,3552,RUB,https://goldapple.ru/19000224036-s-setinoj
1259636249,"Щетка Vister для обуви из замши , тройная",284,0,N/A,Vilo,N/A,19000112620,128,RUB,https://goldapple.ru/19000112620-dla-cistki-zamsi-i-nubuka-mini,0,N/A,Dewal Professional,N/A,19000263473,400,RUB,https://goldapple.ru/19000263473-ecology-black,0,N/A,EVO,N/A,19000014349,7290,RUB,https://goldapple.ru/19000014349-spike-22mm-radial-brush
1259636283,"Термозащитный спрей - укрепление для волос Bio World Secret Life "" Detox therapy "" 250мл",329,1.1363636363636365,N/A,Compliment,N/A,19000200609,172,RUB,https://goldapple.ru/19000200609-keratin-arginine-extreme-recovery,1.1363636363636365,N/A,Planeta Organica,N/A,19760305569,232,RUB,https://goldapple.ru/19760305569-hair-super-food-mask-spray,1.1363636363636365,N/A,Compliment,N/A,19000200633,304,RUB,https://goldapple.ru/19000200633-hot-therapy-deep-recovery
1259636255,"Спрей - кондиционер для поврежденных волос Bio World Secret Life "" увлажнение и Гладкость "" 250мл",329,0,N/A,Biosilk,N/A,19000047447,1786,RUB,https://goldapple.ru/19000047447-hydrating-therapy-pure-moisture-leave-in-spray,0,N/A,Morfose,N/A,19000168811,416,RUB,https://goldapple.ru/19000168811-milk-therapy-creamy-mousse-conditioner,0,N/A,Biorin,N/A,19000168232,1899,RUB,https://goldapple.ru/19000168232-keratin
1259636247,"Термозащитный спрей - объём для волос Bio World Secret Life "" Hydro Therapy "" 250мл",329,1.2048192771084338,N/A,Compliment,N/A,19000200609,172,RUB,https://goldapple.ru/19000200609-keratin-arginine-extreme-recovery,1.2048192771084338,N/A,Planeta Organica,N/A,19760305569,232,RUB,https://goldapple.ru/19760305569-hair-super-food-mask-spray,1.2048192771084338,N/A,NORDS SECRET ,N/A,19000307310,945,RUB,https://goldapple.ru/19000307310-leave-in-hair-keratin-treatment-spray-21-in-1
1259636982,Маска для лица Tenzero Day 1 Mask Pack #Carrot Day с экстрактом моркови 25мл,99,2.631578947368421,N/A,Tenzero,5,19000158912,48,RUB,https://goldapple.ru/19000158912-day-1-mask-pack-cheongju-day,2.631578947368421,N/A,Tenzero,3.2,19000158926,48,RUB,https://goldapple.ru/19000158926-day-1-mask-pack-wine-day,2.631578947368421,N/A,Tenzero,5,19000158924,49,RUB,https://goldapple.ru/19000158924-solution-clearing-tea-tree-sheet-mask
1259637037,Маска для лица Tenzero Collagen Sheet mask с коллагеном 25мл,99,3.3333333333333335,N/A,Tenzero,5,19000158924,49,RUB,https://goldapple.ru/19000158924-solution-clearing-tea-tree-sheet-mask,3.3333333333333335,N/A,Tenzero,4,19000158923,49,RUB,https://goldapple.ru/19000158923-solution-moisturizing-collagen-sheet-mask,3.3333333333333335,N/A,Tenzero,N/A,19000158907,49,RUB,https://goldapple.ru/19000158907-solution-nourishing-avocado-sheet-mask
1259637031,Маска для лица Tenzero Carrot Sheet mask с экстрактом моркови 25мл,99,3.0303030303030303,N/A,Tenzero,5,19000158916,39,RUB,https://goldapple.ru/19000158916-green-tea-sheet-mask,3.0303030303030303,N/A,Tenzero,3.2,19000158926,48,RUB,https://goldapple.ru/19000158926-day-1-mask-pack-wine-day,3.0303030303030303,N/A,Tenzero,5,19000158924,49,RUB,https://goldapple.ru/19000158924-solution-clearing-tea-tree-sheet-mask
1259637731,"Чехол для одежды Haus Frau "" Пева "" 60*135 Синий",384,2.083333333333333,N/A,Lovely Eva,N/A,19000158980,2100,RUB,https://goldapple.ru/19000158980-bon-black,2.083333333333333,N/A,Lovely Eva,N/A,19000081704,4950,RUB,https://goldapple.ru/19000081704-bony-leo,2.083333333333333,N/A,Lovely Eva,N/A,19000230342,4425,RUB,https://goldapple.ru/19000230342-pretty-haki
1259638562,"Маска для сухих и поврежденных волос Stylexx "" увлажнение и мягкость "" 700мл",1060,0,N/A,SIBERINA,N/A,19000055106,565,RUB,https://goldapple.ru/19000055106-glubokoe-uvlaznenie,,,,,,,,,,,,,,,,
1259639510,"Гель для душа Delicare Safari "" Royal Fashion "" 270мл",305,1.8867924528301887,N/A,DREAM CATCHER,N/A,19000012473,2047,RUB,https://goldapple.ru/19000012473-pure-soul-mint,1.8867924528301887,N/A,Fresh feel,N/A,19000142070,324,RUB,https://goldapple.ru/19000142070-moussel-shower-gel-vanilla-coconut,1.8867924528301887,N/A,PRETTY GARDEN,N/A,19000191063,433,RUB,https://goldapple.ru/19000191063-feminine-intimate-gel
1259639989,Мусорные мешки Guten Tag суперпрочные ПВД в рулоне 160л 10шт,384,3.3333333333333335,N/A,Perfect House,N/A,19000126379,245,RUB,https://goldapple.ru/19000126379-two-layers-strong,3.3333333333333335,N/A,Perfect House,N/A,19000126384,183,RUB,https://goldapple.ru/19000126384-two-layers-s-zavazkami,3.3333333333333335,N/A,Celesta,N/A,35810100002,148,RUB,https://goldapple.ru/35810100002-universal-nye
1259639346,"Органайзер для хранения мелочей Guten Tag , 7 отделений , Прозрачный",191,2.941176470588235,N/A,Master House,N/A,19000315243,869,RUB,https://goldapple.ru/19000315243-vporadke-8-karmanov,2.941176470588235,N/A,Handy Home,N/A,19000315065,440,RUB,https://goldapple.ru/19000315065-aquamarine-18-sections,2.941176470588235,N/A,Master House,N/A,19000315245,600,RUB,https://goldapple.ru/19000315245-vporadke-s-32h16h10-sm
1259640376,"Шампунь для сухих и тонких Stylexx "" увлажнение и мягкость "" 1000мл",1060,0,N/A,Elseve,N/A,19000049410,471,RUB,https://goldapple.ru/19000049410-gialuron-napolnitel,0,N/A,Прелесть Professional Invisiwear,N/A,19760340133,272,RUB,https://goldapple.ru/19760340133-dry-shampoo-volume-shine,0,N/A,SIBERINA,N/A,19000055084,514,RUB,https://goldapple.ru/19000055084-glubokoe-uvlaznenie
1259640181,Увлажняющая маска для лица Grace Day Multi-Vitamin Kiwi с экстрактом киви 27мл,87,1.282051282051282,N/A,Grace Day,5,19000063048,15,RUB,https://goldapple.ru/19000063048-multi-vitamin-strawberry-mask-pack,1.282051282051282,N/A,Grace Day,4.6,19000063046,15,RUB,https://goldapple.ru/19000063046-multi-vitamin-mango-mask-pack,1.282051282051282,N/A,Grace Day,4.8,19000063044,15,RUB,https://goldapple.ru/19000063044-multi-vitamin-grape-fruit-mask-pack
1259640317,Маска для лица Tenzero Cica Sheet mask с экстрактом центеллы азиатской 25мл,99,2.666666666666667,N/A,Tenzero,N/A,19000290810,61,RUB,https://goldapple.ru/19000290810-cica,2.666666666666667,N/A,Tenzero,4.8,19000158922,49,RUB,https://goldapple.ru/19000158922-solution-calming-cica-sheet-mask,2.666666666666667,N/A,Tenzero,3.2,19000158926,48,RUB,https://goldapple.ru/19000158926-day-1-mask-pack-wine-day
1259639709,"Швабра Guten Tag с насадкой , из ПВА 120см",1118,4.761904761904762,N/A,Kitfort,N/A,19000048219,5491,RUB,https://goldapple.ru/19000048219-kt-1004-3,4.761904761904762,N/A,Kitfort,N/A,19000048367,4491,RUB,https://goldapple.ru/19000048367-kt-1009,4.761904761904762,N/A,Wai Ora,N/A,19000085802,410,RUB,https://goldapple.ru/19000085802-sponge-sparkle
1259639980,"Питательная маска для лица Mond'Sub "" Avocado "" с авокадо 20мл",153,3.225806451612903,N/A,Little Devil,5,19000030613,98,RUB,https://goldapple.ru/19000030613-nourishing-mask-with-avocado-extract,3.225806451612903,N/A,RATED GREEN,4.7,19760321322,1035,RUB,https://goldapple.ru/19760321322-cold-press-avocado-nourishing-scalp-pack-w-banana,3.225806451612903,N/A,Name Skin Care,4.8,19000053531,300,RUB,https://goldapple.ru/19000053531-nutrition-softness-skin-clay-seaweed-mask-with-avocado
1259643219,"Шторка для ванны Haus Frau полиэстер "" Полевые цветы """,1042,1.8518518518518516,N/A,Bergenson Bjorn,N/A,19000274229,470,RUB,https://goldapple.ru/19000274229-tyer-belyj-seryj,1.8518518518518516,N/A,Мори,N/A,19000110591,3361,RUB,https://goldapple.ru/19000110591-bezevyj,1.8518518518518516,N/A,Moroshka,N/A,19000299321,468,RUB,https://goldapple.ru/19000299321-memphis
1259641216,Питательная маска - перчатки для рук Mond'Sub Hand Cream Mask с маслом арганы  36мл,517,2.4096385542168677,N/A,Benton,4,19000114026,722,RUB,https://goldapple.ru/19000114026-shea-butter-and-coconut-hand-cream,,,,,,,,,,,,,,,,
1259641952,Гель для умывания WEIS Hyaluron 200мл,411,2.7027027027027026,N/A,Zeitun,N/A,6400100002,496,RUB,https://goldapple.ru/6400100002-masdar-hydrating-sugar-cleanser,2.7027027027027026,N/A,LIBREDERM,N/A,19000135640,228,RUB,https://goldapple.ru/19000135640-basic-care-micellar-cleansing-gel,2.7027027027027026,N/A,Likato Professional,N/A,19000115240,318,RUB,https://goldapple.ru/19000115240-facial-cleansing-gel-aha
1259644385,Питательная маска - носочки для ног Mond'Sub Foot Cream Mask с маслом арганы  36мл,384,2.4390243902439024,N/A,Jigott,4.1,19000112284,328,RUB,https://goldapple.ru/19000112284-vita-solution-12-brightening-foot-peeling-pack,2.4390243902439024,N/A,Frudia,3.4,19760337584,444,RUB,https://goldapple.ru/19760337584-my-orchard-peach-foot-peeling-mask,2.4390243902439024,N/A,AsiaKiss,5,19000211233,279,RUB,https://goldapple.ru/19000211233-peeling-foot-mask
1259644258,Пилинг - носочки для ног Mond'Sub с экстрактом чайного дерева 40мл,577,1.5151515151515151,N/A,SoSu,N/A,36730500010,1883,RUB,https://goldapple.ru/36730500010-zelenyj-chaj,1.5151515151515151,N/A,SoSu,N/A,36730500007,858,RUB,https://goldapple.ru/36730500007-roza,1.5151515151515151,N/A,La Ric,N/A,24330200003,11360,RUB,https://goldapple.ru/24330200003-green-tea
1259642289,"Маска для волос Stylexx "" восстановление и питание "" 700мл",1060,0,N/A,360 hair professional,N/A,19000195137,882,RUB,https://goldapple.ru/19000195137-be-fill-mask,0,N/A,Чистая Линия,N/A,19000277150,233,RUB,https://goldapple.ru/19000277150-rekonstrukcia-i-zasita-s-keramidami,0,N/A,Kaaral,N/A,19000307076,2002,RUB,https://goldapple.ru/19000307076-renew-care-travel-size
1259645083,"Карандаш для век BelorDesign Automatic Soft 301 , 0,21г",175,3.6363636363636362,N/A,Belor Design,4.5,19000088489,132,RUB,https://goldapple.ru/19000088489-automatic-soft,3.6363636363636362,N/A,Belor Design,3.8,19000088486,132,RUB,https://goldapple.ru/19000088486-automatic-soft,,,,,,,,
1259642667,"Маска для лица Little Devil "" Anti-age "" с муцином улитки 23мл",115,3.225806451612903,N/A,Little Devil,N/A,19000030607,88,RUB,https://goldapple.ru/19000030607-anti-aging-mask-with-papaya-extract,,,,,,,,,,,,,,,,
1259644502,Салфетки для лица матирующие Sensicare 80шт,264,4.651162790697675,N/A,Shary,N/A,19760309201,159,RUB,https://goldapple.ru/19760309201-matte-blotting-paper-for-problem-skin-green-tea,4.651162790697675,N/A,Inglot,N/A,14032400062,1288,RUB,https://goldapple.ru/14032400062-oil-blotting-sheet,4.651162790697675,N/A,Professor SkinGOOD,N/A,19000012874,196,RUB,https://goldapple.ru/19000012874-mattifying-papers
1259645855,Шампунь для поврежденных волос Delicare Professional 1000мл,770,1.694915254237288,N/A,Ollin Professional,N/A,19000143686,1153,RUB,https://goldapple.ru/19000143686-ultimate-care-moisture-shampoo,1.694915254237288,N/A,Ollin Professional,N/A,19000027315,768,RUB,https://goldapple.ru/19000027315-care,1.694915254237288,N/A,Ollin Professional,N/A,19760310231,417,RUB,https://goldapple.ru/19760310231-moisture-shampoo
1259645393,"Сухой шампунь для брюнеток Valori "" Let's Dark "" 200мл",867,1.8518518518518516,N/A,7DAYS,N/A,19760335527,238,RUB,https://goldapple.ru/19760335527-shampoo-dry-sham-punk-for-a-long-trip,1.8518518518518516,N/A,Batiste,N/A,37710100019,529,RUB,https://goldapple.ru/37710100019-pink-pineapple,1.8518518518518516,N/A,Batiste,N/A,37710100003,529,RUB,https://goldapple.ru/37710100003-fresh
1259645977,"Сухой шампунь для волос Valori "" Go Fresh "" 200мл",867,2.0408163265306123,N/A,Likato Professional,N/A,19760300564,199,RUB,https://goldapple.ru/19760300564-recovery-hair-shampoo-biotin-argan-oil,2.0408163265306123,N/A,LABORATORIUM,N/A,19000186360,576,RUB,https://goldapple.ru/19000186360-co-washing-dla-kudrej,2.0408163265306123,N/A,LABORATORIUM,N/A,19000186361,715,RUB,https://goldapple.ru/19000186361-co-washing-dla-kudrej
1259645900,Женские кассеты Carelax Silk Touch 5шт,1406,2.631578947368421,N/A,Gillette,N/A,1491900005,2145,RUB,https://goldapple.ru/1491900005-venus-embrace,2.631578947368421,N/A,Gillette,N/A,1491900004,1496,RUB,https://goldapple.ru/1491900004-venus-swirl,2.631578947368421,N/A,Gillette,N/A,1491900003,1217,RUB,https://goldapple.ru/1491900003-venus-swirl
1259645211,"Сухой шампунь для волос Valori "" Classic "" 200мл",867,2.083333333333333,N/A,MARUSSIA,N/A,19000133343,114,RUB,https://goldapple.ru/19000133343-s-maslom-avokado,2.083333333333333,N/A,Kapous,N/A,26871400007,396,RUB,https://goldapple.ru/26871400007-luxe-care,2.083333333333333,N/A,CO PROFESSIONAL,N/A,19000250615,732,RUB,https://goldapple.ru/19000250615-dry-hair
1259646108,"Гель для душа Delicare Safari "" Sweet Dreams "" 270мл",305,1.9230769230769231,N/A,DREAM CATCHER,N/A,19000012473,2047,RUB,https://goldapple.ru/19000012473-pure-soul-mint,1.9230769230769231,N/A,EAT MY,N/A,19000246482,337,RUB,https://goldapple.ru/19000246482-berry-cream-soda,1.9230769230769231,N/A,Naturia,N/A,98680100003,747,RUB,https://goldapple.ru/98680100003-pure-body-wash-honey-white-lily
1259646808,"Ультратонкие парфюмированные стельки для обуви Vister Aroma Fresh , р.35-39 , 2 пары",346,1.1904761904761905,N/A,Make Sense,N/A,19000300213,711,RUB,https://goldapple.ru/19000300213-security,1.1904761904761905,N/A,BREEZE,N/A,19000032973,437,RUB,https://goldapple.ru/19000032973-deodorant-squeeze-acqua,1.1904761904761905,N/A,OXYGEN Home,N/A,19000160277,576,RUB,https://goldapple.ru/19000160277-mediterranean-air
1259647037,Увлажняющий лосьон для тела Delicare Perfect Body Therapy для чувствительной кожи 500мл,548,1.1494252873563218,N/A,Apoterm,N/A,19000241130,588,RUB,https://goldapple.ru/19000241130-acne-removal-lavender-body-lotion,1.1494252873563218,N/A,Sammy Beauty,N/A,19000106980,1316,RUB,https://goldapple.ru/19000106980-glowing-body-lotion,1.1494252873563218,N/A,James Read,N/A,15420300007,2059,RUB,https://goldapple.ru/15420300007-superfood-face-body-moisturiser-review
